Cell Name/Pin, Capacitance, Direction
sky130_fd_sc_hd__xnor3_1/C,0.0035340000,input
sky130_fd_sc_hd__xnor3_1/X,0.1629740000,output
sky130_fd_sc_hd__xnor3_2/A,0.0025080000,input
sky130_fd_sc_hd__xnor3_2/B,0.0053320000,input
sky130_fd_sc_hd__xnor3_2/C,0.0035330000,input
sky130_fd_sc_hd__xnor3_2/X,0.3176980000,output
sky130_fd_sc_hd__xnor3_4/A,0.0025050000,input
sky130_fd_sc_hd__xnor3_4/B,0.0053290000,input
sky130_fd_sc_hd__xnor3_4/C,0.0035320000,input
sky130_fd_sc_hd__xnor3_4/X,0.5859470000,output
sky130_fd_sc_hd__xor2_1/A,0.0045040000,input
sky130_fd_sc_hd__xor2_1/B,0.0044220000,input
sky130_fd_sc_hd__xor2_1/X,0.0805760000,output
sky130_fd_sc_hd__xor2_2/A,0.0092260000,input
sky130_fd_sc_hd__xor2_2/B,0.0083370000,input
sky130_fd_sc_hd__xor2_2/X,0.1345920000,output
sky130_fd_sc_hd__xor2_4/A,0.0178080000,input
sky130_fd_sc_hd__xor2_4/B,0.0154540000,input
sky130_fd_sc_hd__xor2_4/X,0.2298070000,output
sky130_fd_sc_hd__xor3_1/A,0.0025090000,input
sky130_fd_sc_hd__xor3_1/B,0.0053310000,input
sky130_fd_sc_hd__xor3_1/C,0.0035450000,input
sky130_fd_sc_hd__xor3_1/X,0.1593120000,output
sky130_fd_sc_hd__xor3_2/A,0.0025060000,input
sky130_fd_sc_hd__xor3_2/B,0.0053270000,input
sky130_fd_sc_hd__xor3_2/C,0.0035410000,input
sky130_fd_sc_hd__xor3_2/X,0.3012180000,output
sky130_fd_sc_hd__xor3_4/A,0.0024880000,input
sky130_fd_sc_hd__xor3_4/B,0.0053240000,input
sky130_fd_sc_hd__xor3_4/C,0.0035210000,input
sky130_fd_sc_hd__xor3_4/X,0.5346780000,output
