Cell Name/Pin, Capacitance, Direction
sky130_fd_sc_hd__lpflow_lsbuf_lh_hl_isowell_tap_4/A,0.0060960000,input
sky130_fd_sc_hd__lpflow_lsbuf_lh_hl_isowell_tap_4/X,0.5813700000,output
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_4/A,0.0060970000,input
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_4/X,0.5813700000,output
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_1/A,0.0060840000,input
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_1/X,0.1290990000,output
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_2/A,0.0061030000,input
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_2/X,0.3186130000,output
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_4/A,0.0060970000,input
sky130_fd_sc_hd__lpflow_lsbuf_lh_isowell_tap_4/X,0.5795390000,output
sky130_fd_sc_hd__macro_sparecell/LO,1.7768000000,output
sky130_fd_sc_hd__maj3_1/A,0.0028050000,input
sky130_fd_sc_hd__maj3_1/B,0.0025690000,input
sky130_fd_sc_hd__maj3_1/C,0.0030960000,input
sky130_fd_sc_hd__maj3_1/X,0.1648050000,output
sky130_fd_sc_hd__maj3_2/A,0.0033310000,input
sky130_fd_sc_hd__maj3_2/B,0.0030350000,input
sky130_fd_sc_hd__maj3_2/C,0.0038000000,input
sky130_fd_sc_hd__maj3_2/X,0.3222760000,output
sky130_fd_sc_hd__maj3_4/A,0.0045050000,input
sky130_fd_sc_hd__maj3_4/B,0.0041980000,input
sky130_fd_sc_hd__maj3_4/C,0.0050690000,input
sky130_fd_sc_hd__maj3_4/X,0.5676370000,output
sky130_fd_sc_hd__mux2_1/A0,0.0015790000,input
sky130_fd_sc_hd__mux2_1/A1,0.0019060000,input
sky130_fd_sc_hd__mux2_1/S,0.0034660000,input
sky130_fd_sc_hd__mux2_1/X,0.1822000000,output
sky130_fd_sc_hd__mux2_2/A0,0.0019060000,input
sky130_fd_sc_hd__mux2_2/A1,0.0017320000,input
sky130_fd_sc_hd__mux2_2/S,0.0033000000,input
sky130_fd_sc_hd__mux2_2/X,0.3131200000,output
sky130_fd_sc_hd__mux2_4/A0,0.0023070000,input
sky130_fd_sc_hd__mux2_4/A1,0.0023200000,input
sky130_fd_sc_hd__mux2_4/S,0.0052690000,input
sky130_fd_sc_hd__mux2_4/X,0.5658060000,output
sky130_fd_sc_hd__mux2_8/A0,0.0048440000,input
sky130_fd_sc_hd__mux2_8/A1,0.0051790000,input
sky130_fd_sc_hd__mux2_8/S,0.0080470000,input
sky130_fd_sc_hd__mux2_8/X,0.9823710000,output
sky130_fd_sc_hd__mux2i_1/A0,0.0022550000,input
sky130_fd_sc_hd__mux2i_1/A1,0.0023110000,input
sky130_fd_sc_hd__mux2i_1/S,0.0047780000,input
sky130_fd_sc_hd__mux2i_1/Y,0.0723370000,output
sky130_fd_sc_hd__mux2i_2/A0,0.0044160000,input
sky130_fd_sc_hd__mux2i_2/A1,0.0042680000,input
sky130_fd_sc_hd__mux2i_2/S,0.0065920000,input
sky130_fd_sc_hd__mux2i_2/Y,0.1126200000,output
sky130_fd_sc_hd__mux2i_4/A0,0.0082590000,input
sky130_fd_sc_hd__mux2i_4/A1,0.0084400000,input
sky130_fd_sc_hd__mux2i_4/S,0.0114340000,input
sky130_fd_sc_hd__mux2i_4/Y,0.1977640000,output
sky130_fd_sc_hd__mux4_1/A0,0.0015550000,input
sky130_fd_sc_hd__mux4_1/A1,0.0014700000,input
sky130_fd_sc_hd__mux4_1/A2,0.0014960000,input
sky130_fd_sc_hd__mux4_1/A3,0.0015080000,input
sky130_fd_sc_hd__mux4_1/S0,0.0039350000,input
sky130_fd_sc_hd__mux4_1/S1,0.0027130000,input
sky130_fd_sc_hd__mux4_1/X,0.1666360000,output
sky130_fd_sc_hd__mux4_2/A0,0.0018470000,input
sky130_fd_sc_hd__mux4_2/A1,0.0018320000,input
sky130_fd_sc_hd__mux4_2/A2,0.0017810000,input
sky130_fd_sc_hd__mux4_2/A3,0.0017960000,input
sky130_fd_sc_hd__mux4_2/S0,0.0055220000,input
sky130_fd_sc_hd__mux4_2/S1,0.0032240000,input
sky130_fd_sc_hd__mux4_2/X,0.3176980000,output
sky130_fd_sc_hd__mux4_4/A0,0.0018340000,input
sky130_fd_sc_hd__mux4_4/A1,0.0018210000,input
sky130_fd_sc_hd__mux4_4/A2,0.0017850000,input
sky130_fd_sc_hd__mux4_4/A3,0.0017890000,input
sky130_fd_sc_hd__mux4_4/S0,0.0055290000,input
sky130_fd_sc_hd__mux4_4/S1,0.0032260000,input
sky130_fd_sc_hd__mux4_4/X,0.5804540000,output
sky130_fd_sc_hd__nand2_1/A,0.0023710000,input
sky130_fd_sc_hd__nand2_1/B,0.0023870000,input
sky130_fd_sc_hd__nand2_1/Y,0.1730450000,output
sky130_fd_sc_hd__nand2_2/A,0.0045480000,input
sky130_fd_sc_hd__nand2_2/B,0.0045470000,input
sky130_fd_sc_hd__nand2_2/Y,0.3112890000,output
sky130_fd_sc_hd__nand2_4/A,0.0087620000,input
sky130_fd_sc_hd__nand2_4/B,0.0090960000,input
sky130_fd_sc_hd__nand2_4/Y,0.5566500000,output
sky130_fd_sc_hd__nand2_8/A,0.0174060000,input
sky130_fd_sc_hd__nand2_8/B,0.0177030000,input
sky130_fd_sc_hd__nand2_8/Y,0.9768770000,output
sky130_fd_sc_hd__nand2b_1/A_N,0.0014250000,input
sky130_fd_sc_hd__nand2b_1/B,0.0024620000,input
sky130_fd_sc_hd__nand2b_1/Y,0.1574810000,output
sky130_fd_sc_hd__nand2b_2/A_N,0.0014110000,input
sky130_fd_sc_hd__nand2b_2/B,0.0046930000,input
sky130_fd_sc_hd__nand2b_2/Y,0.3030490000,output
sky130_fd_sc_hd__nand2b_4/A_N,0.0024350000,input
sky130_fd_sc_hd__nand2b_4/B,0.0091260000,input
sky130_fd_sc_hd__nand2b_4/Y,0.5484110000,output
sky130_fd_sc_hd__nand3_1/A,0.0023610000,input
sky130_fd_sc_hd__nand3_1/B,0.0024590000,input
sky130_fd_sc_hd__nand3_1/C,0.0024220000,input
sky130_fd_sc_hd__nand3_1/Y,0.1281840000,output
sky130_fd_sc_hd__nand3_2/A,0.0044580000,input
sky130_fd_sc_hd__nand3_2/B,0.0045920000,input
sky130_fd_sc_hd__nand3_2/C,0.0046340000,input
sky130_fd_sc_hd__nand3_2/Y,0.2215680000,output
sky130_fd_sc_hd__nand3_4/A,0.0089090000,input
sky130_fd_sc_hd__nand3_4/B,0.0088340000,input
sky130_fd_sc_hd__nand3_4/C,0.0090400000,input
sky130_fd_sc_hd__nand3_4/Y,0.4065040000,output
sky130_fd_sc_hd__nand3b_1/A_N,0.0014080000,input
sky130_fd_sc_hd__nand3b_1/B,0.0023850000,input
sky130_fd_sc_hd__nand3b_1/C,0.0023940000,input
sky130_fd_sc_hd__nand3b_1/Y,0.1318460000,output
sky130_fd_sc_hd__nand3b_2/A_N,0.0014780000,input
sky130_fd_sc_hd__nand3b_2/B,0.0046340000,input
sky130_fd_sc_hd__nand3b_2/C,0.0045760000,input
sky130_fd_sc_hd__nand3b_2/Y,0.2270610000,output
sky130_fd_sc_hd__nand3b_4/A_N,0.0024200000,input
sky130_fd_sc_hd__nand3b_4/B,0.0087030000,input
sky130_fd_sc_hd__nand3b_4/C,0.0091250000,input
sky130_fd_sc_hd__nand3b_4/Y,0.4147440000,output
sky130_fd_sc_hd__nand4_1/A,0.0023730000,input
sky130_fd_sc_hd__nand4_1/B,0.0024530000,input
sky130_fd_sc_hd__nand4_1/C,0.0024100000,input
sky130_fd_sc_hd__nand4_1/D,0.0023590000,input
sky130_fd_sc_hd__nand4_1/Y,0.1025490000,output
sky130_fd_sc_hd__nand4_2/A,0.0044120000,input
sky130_fd_sc_hd__nand4_2/B,0.0045050000,input
sky130_fd_sc_hd__nand4_2/C,0.0044420000,input
sky130_fd_sc_hd__nand4_2/D,0.0045730000,input
sky130_fd_sc_hd__nand4_2/Y,0.1702980000,output
sky130_fd_sc_hd__nand4_4/A,0.0087050000,input
sky130_fd_sc_hd__nand4_4/B,0.0087210000,input
sky130_fd_sc_hd__nand4_4/C,0.0087870000,input
sky130_fd_sc_hd__nand4_4/D,0.0090050000,input
sky130_fd_sc_hd__nand4_4/Y,0.3085430000,output
sky130_fd_sc_hd__nand4b_1/A_N,0.0014070000,input
sky130_fd_sc_hd__nand4b_1/B,0.0023720000,input
sky130_fd_sc_hd__nand4b_1/C,0.0023890000,input
sky130_fd_sc_hd__nand4b_1/D,0.0023830000,input
sky130_fd_sc_hd__nand4b_1/Y,0.1025490000,output
sky130_fd_sc_hd__nand4b_2/A_N,0.0015360000,input
sky130_fd_sc_hd__nand4b_2/B,0.0045720000,input
sky130_fd_sc_hd__nand4b_2/C,0.0045780000,input
sky130_fd_sc_hd__nand4b_2/D,0.0046070000,input
sky130_fd_sc_hd__nand4b_2/Y,0.1702980000,output
sky130_fd_sc_hd__nand4b_4/A_N,0.0024360000,input
sky130_fd_sc_hd__nand4b_4/B,0.0087540000,input
sky130_fd_sc_hd__nand4b_4/C,0.0088880000,input
sky130_fd_sc_hd__nand4b_4/D,0.0089980000,input
sky130_fd_sc_hd__nand4b_4/Y,0.3140360000,output
sky130_fd_sc_hd__nand4bb_1/A_N,0.0015760000,input
sky130_fd_sc_hd__nand4bb_1/B_N,0.0015280000,input
sky130_fd_sc_hd__nand4bb_1/C,0.0023510000,input
sky130_fd_sc_hd__nand4bb_1/D,0.0023780000,input
sky130_fd_sc_hd__nand4bb_1/Y,0.1025490000,output
sky130_fd_sc_hd__nand4bb_2/A_N,0.0015290000,input
sky130_fd_sc_hd__nand4bb_2/B_N,0.0015190000,input
sky130_fd_sc_hd__nand4bb_2/C,0.0045950000,input
sky130_fd_sc_hd__nand4bb_2/D,0.0046030000,input
sky130_fd_sc_hd__nand4bb_2/Y,0.1702980000,output
sky130_fd_sc_hd__nand4bb_4/A_N,0.0024450000,input
sky130_fd_sc_hd__nand4bb_4/B_N,0.0024460000,input
sky130_fd_sc_hd__nand4bb_4/C,0.0088460000,input
sky130_fd_sc_hd__nand4bb_4/D,0.0090050000,input
sky130_fd_sc_hd__nand4bb_4/Y,0.3085430000,output
sky130_fd_sc_hd__nor2_1/A,0.0024370000,input
sky130_fd_sc_hd__nor2_1/B,0.0024050000,input
sky130_fd_sc_hd__nor2_1/Y,0.0897320000,output
sky130_fd_sc_hd__nor2_2/A,0.0045290000,input
sky130_fd_sc_hd__nor2_2/B,0.0045400000,input
sky130_fd_sc_hd__nor2_2/Y,0.1483250000,output
sky130_fd_sc_hd__nor2_4/A,0.0090050000,input
sky130_fd_sc_hd__nor2_4/B,0.0088940000,input
sky130_fd_sc_hd__nor2_4/Y,0.2655130000,output
sky130_fd_sc_hd__nor2_8/A,0.0174880000,input
sky130_fd_sc_hd__nor2_8/B,0.0172420000,input
sky130_fd_sc_hd__nor2_8/Y,0.4559420000,output
sky130_fd_sc_hd__nor2b_1/A,0.0024310000,input
sky130_fd_sc_hd__nor2b_1/B_N,0.0015210000,input
sky130_fd_sc_hd__nor2b_1/Y,0.0860700000,output
sky130_fd_sc_hd__nor2b_2/A,0.0044520000,input
sky130_fd_sc_hd__nor2b_2/B_N,0.0014790000,input
sky130_fd_sc_hd__nor2b_2/Y,0.1501560000,output
sky130_fd_sc_hd__nor2b_4/A,0.0089520000,input
sky130_fd_sc_hd__nor2b_4/B_N,0.0024360000,input
sky130_fd_sc_hd__nor2b_4/Y,0.2691750000,output
sky130_fd_sc_hd__nor3_1/A,0.0025070000,input
sky130_fd_sc_hd__nor3_1/B,0.0024370000,input
sky130_fd_sc_hd__nor3_1/C,0.0023730000,input
sky130_fd_sc_hd__nor3_1/Y,0.0549420000,output
sky130_fd_sc_hd__nor3_2/A,0.0045130000,input
sky130_fd_sc_hd__nor3_2/B,0.0044860000,input
sky130_fd_sc_hd__nor3_2/C,0.0044330000,input
sky130_fd_sc_hd__nor3_2/Y,0.0970560000,output
sky130_fd_sc_hd__nor3_4/A,0.0089430000,input
sky130_fd_sc_hd__nor3_4/B,0.0092350000,input
sky130_fd_sc_hd__nor3_4/C,0.0085610000,input
sky130_fd_sc_hd__nor3_4/Y,0.1629740000,output
sky130_fd_sc_hd__nor3b_1/A,0.0024570000,input
sky130_fd_sc_hd__nor3b_1/B,0.0024310000,input
sky130_fd_sc_hd__nor3b_1/C_N,0.0014840000,input
sky130_fd_sc_hd__nor3b_1/Y,0.0521950000,output
sky130_fd_sc_hd__nor3b_2/A,0.0045210000,input
sky130_fd_sc_hd__nor3b_2/B,0.0045870000,input
sky130_fd_sc_hd__nor3b_2/C_N,0.0013060000,input
sky130_fd_sc_hd__nor3b_2/Y,0.0979710000,output
sky130_fd_sc_hd__nor3b_4/A,0.0089830000,input
sky130_fd_sc_hd__nor3b_4/B,0.0086380000,input
sky130_fd_sc_hd__nor3b_4/C_N,0.0024330000,input
sky130_fd_sc_hd__nor3b_4/Y,0.1538190000,output
sky130_fd_sc_hd__nor4_1/A,0.0024000000,input
sky130_fd_sc_hd__nor4_1/B,0.0024010000,input
sky130_fd_sc_hd__nor4_1/C,0.0024640000,input
sky130_fd_sc_hd__nor4_1/D,0.0023910000,input
sky130_fd_sc_hd__nor4_1/Y,0.0384620000,output
sky130_fd_sc_hd__nor4_2/A,0.0044870000,input
sky130_fd_sc_hd__nor4_2/B,0.0044180000,input
sky130_fd_sc_hd__nor4_2/C,0.0043950000,input
sky130_fd_sc_hd__nor4_2/D,0.0043820000,input
sky130_fd_sc_hd__nor4_2/Y,0.0677590000,output
sky130_fd_sc_hd__nor4_4/A,0.0089040000,input
sky130_fd_sc_hd__nor4_4/B,0.0087920000,input
sky130_fd_sc_hd__nor4_4/C,0.0085560000,input
sky130_fd_sc_hd__nor4_4/D,0.0087180000,input
sky130_fd_sc_hd__nor4_4/Y,0.1190290000,output
sky130_fd_sc_hd__nor4b_1/A,0.0024560000,input
sky130_fd_sc_hd__nor4b_1/B,0.0024330000,input
sky130_fd_sc_hd__nor4b_1/C,0.0023980000,input
sky130_fd_sc_hd__nor4b_1/D_N,0.0014890000,input
sky130_fd_sc_hd__nor4b_1/Y,0.0366310000,output
sky130_fd_sc_hd__nor4b_2/A,0.0045860000,input
sky130_fd_sc_hd__nor4b_2/B,0.0045310000,input
sky130_fd_sc_hd__nor4b_2/C,0.0043990000,input
sky130_fd_sc_hd__nor4b_2/D_N,0.0014580000,input
sky130_fd_sc_hd__nor4b_2/Y,0.0677590000,output
sky130_fd_sc_hd__nor4b_4/A,0.0088500000,input
sky130_fd_sc_hd__nor4b_4/B,0.0087040000,input
sky130_fd_sc_hd__nor4b_4/C,0.0085640000,input
sky130_fd_sc_hd__nor4b_4/D_N,0.0024830000,input
sky130_fd_sc_hd__nor4b_4/Y,0.1199440000,output
sky130_fd_sc_hd__nor4bb_1/A,0.0023930000,input
sky130_fd_sc_hd__nor4bb_1/B,0.0024120000,input
sky130_fd_sc_hd__nor4bb_1/C_N,0.0015310000,input
sky130_fd_sc_hd__nor4bb_1/D_N,0.0014200000,input
sky130_fd_sc_hd__nor4bb_1/Y,0.0393780000,output
sky130_fd_sc_hd__nor4bb_2/A,0.0045010000,input
sky130_fd_sc_hd__nor4bb_2/B,0.0044380000,input
sky130_fd_sc_hd__nor4bb_2/C_N,0.0013910000,input
sky130_fd_sc_hd__nor4bb_2/D_N,0.0015170000,input
sky130_fd_sc_hd__nor4bb_2/Y,0.0640970000,output
sky130_fd_sc_hd__nor4bb_4/A,0.0089080000,input
sky130_fd_sc_hd__nor4bb_4/B,0.0087620000,input
sky130_fd_sc_hd__nor4bb_4/C_N,0.0024400000,input
sky130_fd_sc_hd__nor4bb_4/D_N,0.0024610000,input
sky130_fd_sc_hd__nor4bb_4/Y,0.1171970000,output
sky130_fd_sc_hd__o2111a_1/A1,0.0024300000,input
sky130_fd_sc_hd__o2111a_1/A2,0.0024000000,input
sky130_fd_sc_hd__o2111a_1/B1,0.0024260000,input
sky130_fd_sc_hd__o2111a_1/C1,0.0024430000,input
sky130_fd_sc_hd__o2111a_1/D1,0.0024240000,input
sky130_fd_sc_hd__o2111a_1/X,0.1712140000,output
sky130_fd_sc_hd__o2111a_2/A1,0.0025380000,input
sky130_fd_sc_hd__o2111a_2/A2,0.0024360000,input
sky130_fd_sc_hd__o2111a_2/B1,0.0023870000,input
sky130_fd_sc_hd__o2111a_2/C1,0.0025120000,input
sky130_fd_sc_hd__o2111a_2/D1,0.0024260000,input
sky130_fd_sc_hd__o2111a_2/X,0.3176980000,output
sky130_fd_sc_hd__o2111a_4/A1,0.0044850000,input
sky130_fd_sc_hd__o2111a_4/A2,0.0047750000,input
sky130_fd_sc_hd__o2111a_4/B1,0.0044850000,input
sky130_fd_sc_hd__o2111a_4/C1,0.0048440000,input
sky130_fd_sc_hd__o2111a_4/D1,0.0044310000,input
sky130_fd_sc_hd__o2111a_4/X,0.5786230000,output
sky130_fd_sc_hd__o2111ai_1/A1,0.0023900000,input
sky130_fd_sc_hd__o2111ai_1/A2,0.0024370000,input
sky130_fd_sc_hd__o2111ai_1/B1,0.0023800000,input
sky130_fd_sc_hd__o2111ai_1/C1,0.0024600000,input
sky130_fd_sc_hd__o2111ai_1/D1,0.0023650000,input
sky130_fd_sc_hd__o2111ai_1/Y,0.0750830000,output
sky130_fd_sc_hd__o2111ai_2/A1,0.0044690000,input
sky130_fd_sc_hd__o2111ai_2/A2,0.0044270000,input
sky130_fd_sc_hd__o2111ai_2/B1,0.0045660000,input
sky130_fd_sc_hd__o2111ai_2/C1,0.0044260000,input
sky130_fd_sc_hd__o2111ai_2/D1,0.0044040000,input
sky130_fd_sc_hd__o2111ai_2/Y,0.1336770000,output
sky130_fd_sc_hd__o2111ai_4/A1,0.0089400000,input
sky130_fd_sc_hd__o2111ai_4/A2,0.0086200000,input
sky130_fd_sc_hd__o2111ai_4/B1,0.0087190000,input
sky130_fd_sc_hd__o2111ai_4/C1,0.0086020000,input
sky130_fd_sc_hd__o2111ai_4/D1,0.0085970000,input
sky130_fd_sc_hd__o2111ai_4/Y,0.2215680000,output
sky130_fd_sc_hd__o211a_1/A1,0.0024260000,input
sky130_fd_sc_hd__o211a_1/A2,0.0024060000,input
sky130_fd_sc_hd__o211a_1/B1,0.0023740000,input
sky130_fd_sc_hd__o211a_1/C1,0.0024060000,input
sky130_fd_sc_hd__o211a_1/X,0.1922710000,output
sky130_fd_sc_hd__o211a_2/A1,0.0024850000,input
sky130_fd_sc_hd__o211a_2/A2,0.0023810000,input
sky130_fd_sc_hd__o211a_2/B1,0.0024070000,input
sky130_fd_sc_hd__o211a_2/C1,0.0024280000,input
sky130_fd_sc_hd__o211a_2/X,0.2801610000,output
sky130_fd_sc_hd__o211a_4/A1,0.0050040000,input
sky130_fd_sc_hd__o211a_4/A2,0.0045700000,input
sky130_fd_sc_hd__o211a_4/B1,0.0050820000,input
sky130_fd_sc_hd__o211a_4/C1,0.0045600000,input
sky130_fd_sc_hd__o211a_4/X,0.5374240000,output
sky130_fd_sc_hd__o211ai_1/A1,0.0024070000,input
sky130_fd_sc_hd__o211ai_1/A2,0.0023840000,input
sky130_fd_sc_hd__o211ai_1/B1,0.0023990000,input
sky130_fd_sc_hd__o211ai_1/C1,0.0024150000,input
sky130_fd_sc_hd__o211ai_1/Y,0.0787450000,output
sky130_fd_sc_hd__o211ai_2/A1,0.0045130000,input
sky130_fd_sc_hd__o211ai_2/A2,0.0044710000,input
sky130_fd_sc_hd__o211ai_2/B1,0.0045040000,input
sky130_fd_sc_hd__o211ai_2/C1,0.0044580000,input
sky130_fd_sc_hd__o211ai_2/Y,0.1391700000,output
sky130_fd_sc_hd__o211ai_4/A1,0.0093220000,input
sky130_fd_sc_hd__o211ai_4/A2,0.0087070000,input
sky130_fd_sc_hd__o211ai_4/B1,0.0092860000,input
sky130_fd_sc_hd__o211ai_4/C1,0.0086520000,input
sky130_fd_sc_hd__o211ai_4/Y,0.2252300000,output
sky130_fd_sc_hd__o21a_1/A1,0.0024300000,input
sky130_fd_sc_hd__o21a_1/A2,0.0024720000,input
sky130_fd_sc_hd__o21a_1/B1,0.0024350000,input
sky130_fd_sc_hd__o21a_1/X,0.1730450000,output
sky130_fd_sc_hd__o21a_2/A1,0.0024010000,input
sky130_fd_sc_hd__o21a_2/A2,0.0024650000,input
sky130_fd_sc_hd__o21a_2/B1,0.0024760000,input
sky130_fd_sc_hd__o21a_2/X,0.3112890000,output
sky130_fd_sc_hd__o21a_4/A1,0.0049920000,input
sky130_fd_sc_hd__o21a_4/A2,0.0045530000,input
sky130_fd_sc_hd__o21a_4/B1,0.0046360000,input
sky130_fd_sc_hd__o21a_4/X,0.5365090000,output
sky130_fd_sc_hd__o21ai_0/A1,0.0017930000,input
sky130_fd_sc_hd__o21ai_0/A2,0.0017450000,input
sky130_fd_sc_hd__o21ai_0/B1,0.0016990000,input
sky130_fd_sc_hd__o21ai_0/Y,0.0503640000,output
sky130_fd_sc_hd__o21ai_1/A1,0.0024020000,input
sky130_fd_sc_hd__o21ai_1/A2,0.0025170000,input
sky130_fd_sc_hd__o21ai_1/B1,0.0020370000,input
sky130_fd_sc_hd__o21ai_1/Y,0.0842380000,output
sky130_fd_sc_hd__o21ai_2/A1,0.0049680000,input
sky130_fd_sc_hd__o21ai_2/A2,0.0045300000,input
sky130_fd_sc_hd__o21ai_2/B1,0.0044890000,input
sky130_fd_sc_hd__o21ai_2/Y,0.1455790000,output
sky130_fd_sc_hd__o21ai_4/A1,0.0094190000,input
sky130_fd_sc_hd__o21ai_4/A2,0.0086830000,input
sky130_fd_sc_hd__o21ai_4/B1,0.0089250000,input
sky130_fd_sc_hd__o21ai_4/Y,0.2343850000,output
sky130_fd_sc_hd__o21ba_1/A1,0.0024640000,input
sky130_fd_sc_hd__o21ba_1/A2,0.0024730000,input
sky130_fd_sc_hd__o21ba_1/B1_N,0.0013820000,input
sky130_fd_sc_hd__o21ba_1/X,0.1638890000,output
sky130_fd_sc_hd__o21ba_2/A1,0.0024610000,input
sky130_fd_sc_hd__o21ba_2/A2,0.0024410000,input
sky130_fd_sc_hd__o21ba_2/B1_N,0.0014150000,input
sky130_fd_sc_hd__o21ba_2/X,0.2764990000,output
sky130_fd_sc_hd__o21ba_4/A1,0.0045340000,input
sky130_fd_sc_hd__o21ba_4/A2,0.0044960000,input
sky130_fd_sc_hd__o21ba_4/B1_N,0.0024560000,input
sky130_fd_sc_hd__o21ba_4/X,0.4742530000,output
sky130_fd_sc_hd__o21bai_1/A1,0.0024130000,input
sky130_fd_sc_hd__o21bai_1/A2,0.0023940000,input
sky130_fd_sc_hd__o21bai_1/B1_N,0.0017290000,input
sky130_fd_sc_hd__o21bai_1/Y,0.0814920000,output
sky130_fd_sc_hd__o21bai_2/A1,0.0045110000,input
sky130_fd_sc_hd__o21bai_2/A2,0.0045180000,input
sky130_fd_sc_hd__o21bai_2/B1_N,0.0013760000,input
sky130_fd_sc_hd__o21bai_2/Y,0.1455790000,output
sky130_fd_sc_hd__o21bai_4/A1,0.0091560000,input
sky130_fd_sc_hd__o21bai_4/A2,0.0087170000,input
sky130_fd_sc_hd__o21bai_4/B1_N,0.0024230000,input
sky130_fd_sc_hd__o21bai_4/Y,0.2563580000,output
sky130_fd_sc_hd__o221a_1/A1,0.0024540000,input
sky130_fd_sc_hd__o221a_1/A2,0.0024600000,input
sky130_fd_sc_hd__o221a_1/B1,0.0024100000,input
sky130_fd_sc_hd__o221a_1/B2,0.0024110000,input
sky130_fd_sc_hd__o221a_1/C1,0.0023760000,input
sky130_fd_sc_hd__o221a_1/X,0.1611430000,output
sky130_fd_sc_hd__o221a_2/A1,0.0024450000,input
sky130_fd_sc_hd__o221a_2/A2,0.0024350000,input
sky130_fd_sc_hd__o221a_2/B1,0.0024000000,input
sky130_fd_sc_hd__o221a_2/B2,0.0023910000,input
sky130_fd_sc_hd__o221a_2/C1,0.0023680000,input
sky130_fd_sc_hd__o221a_2/X,0.2966410000,output
sky130_fd_sc_hd__o221a_4/A1,0.0050060000,input
sky130_fd_sc_hd__o221a_4/A2,0.0044010000,input
sky130_fd_sc_hd__o221a_4/B1,0.0048750000,input
sky130_fd_sc_hd__o221a_4/B2,0.0043680000,input
sky130_fd_sc_hd__o221a_4/C1,0.0044130000,input
sky130_fd_sc_hd__o221a_4/X,0.5163670000,output
sky130_fd_sc_hd__o221ai_1/A1,0.0023920000,input
sky130_fd_sc_hd__o221ai_1/A2,0.0023770000,input
sky130_fd_sc_hd__o221ai_1/B1,0.0023850000,input
sky130_fd_sc_hd__o221ai_1/B2,0.0023530000,input
sky130_fd_sc_hd__o221ai_1/C1,0.0023080000,input
sky130_fd_sc_hd__o221ai_1/Y,0.0750830000,output
sky130_fd_sc_hd__o221ai_2/A1,0.0049150000,input
sky130_fd_sc_hd__o221ai_2/A2,0.0044210000,input
sky130_fd_sc_hd__o221ai_2/B1,0.0050100000,input
sky130_fd_sc_hd__o221ai_2/B2,0.0043740000,input
sky130_fd_sc_hd__o221ai_2/C1,0.0043520000,input
sky130_fd_sc_hd__o221ai_2/Y,0.1355080000,output
sky130_fd_sc_hd__o221ai_4/A1,0.0093800000,input
sky130_fd_sc_hd__o221ai_4/A2,0.0086870000,input
sky130_fd_sc_hd__o221ai_4/B1,0.0091580000,input
sky130_fd_sc_hd__o221ai_4/B2,0.0083010000,input
sky130_fd_sc_hd__o221ai_4/C1,0.0086580000,input
sky130_fd_sc_hd__o221ai_4/Y,0.2279760000,output
sky130_fd_sc_hd__o22a_1/A1,0.0024220000,input
sky130_fd_sc_hd__o22a_1/A2,0.0024790000,input
sky130_fd_sc_hd__o22a_1/B1,0.0024740000,input
sky130_fd_sc_hd__o22a_1/B2,0.0024170000,input
sky130_fd_sc_hd__o22a_1/X,0.1721290000,output
sky130_fd_sc_hd__o22a_2/A1,0.0024170000,input
sky130_fd_sc_hd__o22a_2/A2,0.0024100000,input
sky130_fd_sc_hd__o22a_2/B1,0.0024600000,input
sky130_fd_sc_hd__o22a_2/B2,0.0023990000,input
sky130_fd_sc_hd__o22a_2/X,0.3241070000,output
sky130_fd_sc_hd__o22a_4/A1,0.0049390000,input
sky130_fd_sc_hd__o22a_4/A2,0.0044400000,input
sky130_fd_sc_hd__o22a_4/B1,0.0049560000,input
sky130_fd_sc_hd__o22a_4/B2,0.0044150000,input
sky130_fd_sc_hd__o22a_4/X,0.5639750000,output
sky130_fd_sc_hd__o22ai_1/A1,0.0023960000,input
sky130_fd_sc_hd__o22ai_1/A2,0.0023970000,input
sky130_fd_sc_hd__o22ai_1/B1,0.0024900000,input
sky130_fd_sc_hd__o22ai_1/B2,0.0024110000,input
sky130_fd_sc_hd__o22ai_1/Y,0.0778300000,output
sky130_fd_sc_hd__o22ai_2/A1,0.0045020000,input
sky130_fd_sc_hd__o22ai_2/A2,0.0044170000,input
sky130_fd_sc_hd__o22ai_2/B1,0.0044210000,input
sky130_fd_sc_hd__o22ai_2/B2,0.0044080000,input
sky130_fd_sc_hd__o22ai_2/Y,0.1428320000,output
sky130_fd_sc_hd__o22ai_4/A1,0.0093880000,input
sky130_fd_sc_hd__o22ai_4/A2,0.0087020000,input
sky130_fd_sc_hd__o22ai_4/B1,0.0091660000,input
sky130_fd_sc_hd__o22ai_4/B2,0.0085040000,input
sky130_fd_sc_hd__o22ai_4/Y,0.2261450000,output
sky130_fd_sc_hd__o2bb2a_1/A1_N,0.0014250000,input
sky130_fd_sc_hd__o2bb2a_1/A2_N,0.0015150000,input
sky130_fd_sc_hd__o2bb2a_1/B1,0.0015140000,input
